,census_tract,lat,lon,ZCTA5,pop9,median_fam_inc_9,median_hh_inc_9,median_house_value_9,median_rent_9,median_fam_inc_0,median_hh_inc_0,median_house_value_0,median_rent_0,median_fam_inc_1,median_hh_inc_1,median_house_value_1,median_rent_1,rent_units_9,rent_units_0,rent_units_1
743,36047047700,40.7182382,-73.9421434,11222.0,2330,37596,26327,196100,422,43750,37863,137500,658,82250,54637,598400,1457,649,738,1113
744,36047047800,40.6333984,-73.97887440000001,11218.0,3794,22821,20526,210100,487,37250,37071,311800,749,29560,41359,703100,1137,760,897,833
745,36047048000,40.6302924,-73.9744758,11230.0,2791,32432,25651,201500,481,29922,23475,222000,655,53725,45144,639800,1085,774,879,850
746,36047048100,40.7138604,-73.9384989,11211.0,2482,25451,18590,59800,368,26500,21625,222000,630,80949,65673,551500,1158,865,976,1172
747,36047048200,40.6332232,-73.9695207,11230.0,4618,31317,25870,108300,467,29183,22265,197500,640,31920,30164,317300,989,1376,1510,1552
748,36047048400,40.634286100000004,-73.9736271,11218.0,4459,28221,26236,229600,508,31021,29861,267500,729,43910,38017,670400,1100,1261,1342,1266
749,36047048500,40.707840000000004,-73.93634920000001,11206.0,939,12564,15248,40132,451,33314,40397,137369,723,53578,54289,520100,1642,228,399,806
750,36047048600,40.6389191,-73.9784252,11218.0,3053,23026,25192,177400,494,31449,30329,257800,731,27523,28341,603300,1029,722,716,695
751,36047048800,40.640476899999996,-73.97620859999999,11218.0,3752,37951,36707,203300,524,40789,37115,230700,718,40556,35586,305000,1158,980,981,893
752,36047048900,40.7029213,-73.9392589,11206.0,6815,11601,8939,0,220,15926,12786,0,216,22784,15654,0,453,2086,1361,1402
753,36047049000,40.638116499999995,-73.97302140000001,11218.0,5287,37024,32422,164900,534,33409,27267,166700,716,44417,40899,509800,1048,1866,1897,1765
754,36047049100,40.7035729,-73.94409990000001,11206.0,5369,21611,19739,0,307,25733,24459,197500,404,41125,32093,188400,691,1788,1862,2337
755,36047049200,40.640907,-73.9702046,11218.0,3249,33036,26605,176300,521,34891,30926,253400,697,52105,51157,467500,1093,841,869,789
756,36047049300,40.7078076,-73.94135379999999,11206.0,8380,11692,10451,0,287,21358,18479,0,424,27539,22145,532100,601,2534,2579,2903
757,36047049400,40.6429642,-73.9738207,11218.0,5402,34340,30026,165800,528,32941,30986,239400,742,58590,43596,492900,1060,1763,1701,1471
758,36047049500,40.712362799999994,-73.94335720000001,11211.0,2736,22263,19446,102300,428,32635,28750,166700,683,81012,61771,558300,1267,797,858,969
759,36047049600,40.643687,-73.98043829999999,11218.0,3692,32684,26091,185100,548,41201,38088,227300,718,57601,49904,598100,1179,883,1028,1009
760,36047049700,40.7162254,-73.94460040000001,11211.0,2026,34417,25172,162500,414,42457,35990,198400,720,74167,70433,715500,1600,743,851,1077
761,36047049800,40.6454295,-73.9826813,11218.0,3263,34139,26630,219000,539,40163,35560,250000,708,52205,51711,649000,1145,1071,1145,1144
762,36047049900,40.720916700000004,-73.9468849,11222.0,1781,32412,28929,87500,376,33542,32014,0,671,81250,46786,865300,934,584,604,645
763,36047050000,40.6482579,-73.9774537,11218.0,3469,40625,32554,208719,511,47353,39576,239802,738,66627,46339,407800,1196,943,935,889
764,36047050100,40.7157329,-73.9489472,11211.0,2687,31066,20587,198400,411,41542,35000,186900,691,60156,61888,787000,1454,957,993,1079
765,36047050202,40.6534936,-73.97532530000001,11218.0,2112,43167,31471,186000,466,78726,49184,263500,640,110083,82784,635900,1358,511,593,433
766,36047050300,40.712201799999995,-73.9474623,11211.0,3051,26150,25691,157000,445,36875,36042,149300,692,44866,63578,929200,1451,885,903,978
767,36047050400,40.6487119,-73.97354969999999,11218.0,4427,40638,32075,143400,535,42428,41803,161400,737,81404,70260,428600,1154,1564,1503,1267
768,36047050500,40.708052,-73.94494509999998,11206.0,4430,14420,11532,0,298,27277,22000,0,446,22932,21680,485000,822,1523,1424,1612
769,36047050600,40.6489784,-73.96685809999998,11226.0,6799,21973,22193,263300,480,26571,26369,227900,695,32687,32446,711100,1013,1876,1708,1685
770,36047050700,40.701408,-73.9470118,11206.0,408,12109,11719,0,388,18214,18571,0,436,20455,20598,519200,899,140,169,423
771,36047050801,40.6512352,-73.96073630000001,11226.0,4738,26159,24326,71800,510,24174,25435,198400,705,34667,29272,0,1148,1445,1448,1325
772,36047050803,40.653908799999996,-73.9606234,11226.0,3396,26159,24326,71800,510,24174,25435,198400,705,49211,47183,588600,1057,1036,1038,864
773,36047050804,40.652834999999996,-73.963573,11226.0,6245,26159,24326,71800,510,24174,25435,198400,705,50679,40188,313200,960,1906,1911,2178
774,36047050900,40.7032772,-73.9505645,11206.0,797,20010,19036,0,411,17078,17171,2352,669,20781,20750,515300,1344,186,329,505
775,36047051001,40.646121799999996,-73.9597677,11226.0,4162,26904,26090,225000,519,26108,24271,210000,681,53897,45417,0,997,1265,1254,1345
776,36047051002,40.648751399999995,-73.96036720000001,11226.0,5792,26904,26090,225000,519,26108,24271,210000,681,44000,36094,829500,999,1761,1746,1680
777,36047051100,40.7075596,-73.9485791,11206.0,3805,16326,14813,87500,334,30694,26568,0,471,29647,22969,518400,771,1213,1252,1456
778,36047051200,40.646552500000006,-73.96336109999999,11226.0,7367,31574,26026,347200,526,33848,31393,625000,710,41492,41398,179700,1003,2321,2290,2239
779,36047051300,40.711788299999995,-73.9521808,11211.0,4375,20213,19523,137500,380,29491,30000,150000,671,41250,57995,552300,1334,1223,1338,1635
780,36047051400,40.642791700000004,-73.96142840000002,11226.0,8113,31050,30216,190200,525,33075,32103,392300,715,39801,38977,266200,1088,2581,2467,2356
781,36047051500,40.7191334,-73.95052740000001,11211.0,815,19327,18846,275000,344,36250,36107,278600,620,61912,64196,587800,1380,360,367,475
782,36047051601,40.6386247,-73.9567096,11226.0,6234,21753,21887,147600,500,27032,25148,260300,683,35327,32760,500000,1049,1851,1653,1764
783,36047051602,40.6416145,-73.9581438,11226.0,4890,21753,21887,147600,500,27032,25148,260300,683,50547,39721,443800,1023,1452,1297,1251
784,36047051700,40.7206502,-73.9545002,11211.0,1280,33565,30880,27500,351,51012,48542,0,796,99583,73021,797200,1226,518,593,720
785,36047051800,40.6379909,-73.96079509999998,11226.0,4101,34808,32957,331100,529,38417,40833,351000,745,57014,50500,341700,1009,1135,1036,904
786,36047051900,40.715720000000005,-73.9551691,11211.0,2724,25943,22667,112500,381,35452,34704,123400,742,68854,53278,900400,1461,954,1241,1480
787,36047052000,40.6374454,-73.9641875,11226.0,3976,34392,32831,219300,508,36492,34677,290800,717,48194,47639,740900,1040,1080,1138,996
788,36047052300,40.7116894,-73.9588115,11211.0,5390,14198,14892,112500,336,23315,22652,0,491,30545,30417,629700,813,1581,1789,1976
789,36047052500,40.708897,-73.9599897,11211.0,3687,14834,11302,0,301,13929,12069,0,384,17141,15948,247700,526,1223,1109,1178
790,36047052600,40.6364701,-73.9666777,11218.0,4245,28926,25308,314100,483,32243,34881,290500,711,60521,56220,590600,1052,1573,1441,1427
791,36047052700,40.708405299999995,-73.9537053,11211.0,7041,15048,12865,0,356,20665,22680,0,518,34779,36549,396100,853,1924,2006,2191
792,36047052800,40.6308472,-73.9626086,11230.0,1825,63620,52604,293200,516,72083,48750,354000,767,95815,76000,872300,1341,308,315,314
793,36047052900,40.7058714,-73.95450600000001,11211.0,4058,18072,17064,87500,495,19208,17216,250000,552,30260,25671,845100,996,846,866,877
794,36047053000,40.62736339999999,-73.9637344,11230.0,3023,32857,21941,197500,503,36181,30571,239300,682,56815,51833,628300,1112,865,899,865
795,36047053100,40.7007299,-73.95417490000001,11206.0,1545,11328,12039,172900,463,24375,22796,58900,654,24018,24018,469500,1421,323,451,1165
796,36047053200,40.6262195,-73.9602546,11230.0,2409,43456,33958,238200,496,45625,41750,257400,751,76853,56429,433300,985,492,479,487
797,36047053300,40.7037756,-73.95736490000002,11211.0,7228,12784,11583,0,434,13750,12209,213900,563,21447,18458,542800,1044,1364,1483,1452
798,36047053400,40.6225826,-73.9628302,11230.0,4191,28900,25548,187500,480,31927,23955,210200,661,55862,35682,629100,1114,1008,1041,986
799,36047053500,40.706142799999995,-73.9612325,11211.0,4716,16780,15148,350000,414,17361,16434,123600,619,23333,20234,450000,1041,998,993,970
800,36047053700,40.7002982,-73.95995450000001,11211.0,1399,18125,16364,0,619,16813,16750,39400,579,30938,30938,608200,1023,171,272,490
801,36047053800,40.6181982,-73.956835,11230.0,4417,33412,21696,207100,475,39207,28407,231100,717,41063,39592,502400,1153,1962,1875,1781
802,36047053900,40.7026477,-73.9625587,11211.0,3919,15720,13571,0,267,20847,16917,0,530,31957,23099,614600,1080,788,764,702
803,36047054200,40.6128027,-73.96097900000001,11230.0,3626,40583,28490,251200,494,42000,32083,346100,686,47188,44375,712100,1114,1172,1179,1175
804,36047054300,40.7000615,-73.97142629999999,11205.0,0,0,0,0,0,40357,40357,0,739,0,31591,0,1471,0,30,178
805,36047054400,40.6132196,-73.95719040000002,11230.0,3078,42386,32162,237800,504,50469,42733,275700,699,65771,63636,512500,1054,773,782,732
806,36047054500,40.7052376,-73.96528599999999,11211.0,7215,12667,10963,0,238,16260,13562,181656,309,26643,21707,623700,394,1831,1878,2202
807,36047054600,40.6131411,-73.95312390000001,11210.0,4281,30304,23340,232000,499,40129,35469,324500,720,39389,30014,601600,1015,1681,1686,1655
808,36047054700,40.708518100000006,-73.96656209999999,11211.0,1640,11255,14082,136913,368,16598,15570,0,613,21735,22865,572900,662,414,742,1263
809,36047054800,40.6092526,-73.9483771,11229.0,1923,64460,51033,247900,558,58250,50227,354100,741,68036,64896,808800,948,375,299,332
810,36047054900,40.7111716,-73.9657308,11211.0,1161,16418,16324,0,417,26933,29850,622363,730,32730,45060,565200,1618,307,550,856
811,36047055000,40.6087339,-73.95231740000001,11229.0,3293,35236,26875,309700,508,34525,29148,426300,723,42563,33844,692200,933,1193,1105,1116
812,36047055100,40.7139593,-73.9644095,11211.0,4474,14879,12925,206554,371,27173,27170,216128,600,37152,43074,692700,1015,1265,1491,1752
813,36047055200,40.608309600000005,-73.9562588,11229.0,2913,39087,27188,234000,483,36964,33870,264700,706,51920,41509,528800,1027,1227,1130,1095
814,36047055300,40.7164576,-73.9592358,11211.0,2337,23516,24968,187500,423,38938,34679,356300,639,51625,64201,638500,1198,752,972,1076
815,36047055400,40.6078701,-73.96007159999999,11229.0,3827,30134,24398,206700,506,36875,28291,293200,721,34957,34497,658200,1055,1516,1480,1486
816,36047055500,40.7180847,-73.96326090000001,11211.0,551,24102,25015,0,360,42343,50390,340942,1097,59306,59767,724000,1567,165,392,708
817,36047055600,40.6031609,-73.9594057,11229.0,3235,32371,27169,253700,532,48387,37828,350900,740,64813,51397,625700,1009,892,869,850
818,36047055700,40.7219984,-73.95933659999999,11211.0,1087,22340,21874,220405,356,52996,40495,96489,673,49402,60119,295000,1887,443,526,621
819,36047055800,40.6036536,-73.95537790000002,11229.0,2447,43264,37037,212900,564,31083,24750,228000,729,41100,38798,630100,987,579,607,604
820,36047056000,40.6040855,-73.9514358,11229.0,2864,41250,28715,247700,512,52234,40913,304400,737,58007,40078,613900,1116,923,996,1007
821,36047056100,40.7261911,-73.9569235,11222.0,3505,29770,25724,206377,454,43219,39179,255813,715,85938,59531,689400,1170,1169,1191,1210
822,36047056200,40.60451810000001,-73.94750340000002,11229.0,1640,49531,47552,244800,768,58214,51300,285400,547,71406,70406,646000,1603,42,31,62
823,36047056300,40.7351198,-73.95925179999999,11222.0,3839,27447,25825,269098,415,33662,31598,218636,627,54655,52500,722200,1120,1317,1561,1791
824,36047056400,40.6069158,-73.94337349999999,11229.0,2116,46369,36202,220200,441,56658,46359,250400,668,83047,55739,518400,822,362,403,240
825,36047056500,40.7301815,-73.9579645,11222.0,3745,32871,31666,118204,435,40806,32557,241881,681,57266,58214,855200,1187,1251,1291,1349
826,36047056600,40.602852500000004,-73.9414035,11229.0,2200,53126,39918,204200,566,48375,42036,218200,804,77452,54442,585900,1118,640,632,615
827,36047056800,40.6026717,-73.9378185,11229.0,1245,56900,51196,193600,460,77427,48125,208600,708,75357,51304,484100,1048,105,185,156
828,36047056900,40.7237658,-73.952362,11222.0,1588,41523,34336,212500,467,43750,40143,195000,752,67794,62955,833300,1458,494,511,636
829,36047057000,40.599266799999995,-73.93688259999999,11229.0,3299,40187,32319,179200,446,54063,38750,199100,607,64861,54257,198700,854,421,247,202
830,36047057100,40.7247836,-73.9476187,11222.0,4957,37102,35528,128800,457,38009,35282,208800,660,61466,52440,641100,1201,1528,1608,1724
831,36047057200,40.59636879999999,-73.93821590000002,11229.0,5265,21048,11812,0,301,19000,15361,0,340,20360,13918,0,445,2226,2167,2181
832,36047057300,40.7280486,-73.9488298,11222.0,2478,40284,35563,120300,464,37740,35588,233300,700,64833,50625,725500,1043,716,844,924
833,36047057400,40.601149799999995,-73.9443385,11229.0,2244,42367,38516,190500,521,70729,58519,226500,777,80590,74265,597800,1242,291,289,325
834,36047057500,40.73211320000001,-73.95319029999999,11222.0,4461,30398,20319,87500,406,35123,30056,256300,600,52236,58409,701900,1148,1538,1677,1748
835,36047057600,40.5998731,-73.947571,11229.0,2621,45187,39038,216800,598,52727,45354,244100,797,56071,54007,584100,1171,543,515,523
836,36047057800,40.5994398,-73.9515127,11229.0,2538,43818,40743,204200,546,45048,37262,258000,767,71818,63371,631900,985,669,634,695
837,36047057900,40.734653200000004,-73.9489587,11222.0,1281,21719,22188,42500,426,25594,23445,233900,585,41053,40987,496200,1094,390,457,412
838,36047058000,40.5990068,-73.95545390000001,11229.0,2769,32065,23056,217700,491,43269,29471,197800,711,50792,43397,637900,1060,917,924,929
839,36047058200,40.5985399,-73.95926180000001,11229.0,2571,34545,28278,193800,522,36172,24738,252900,676,45236,31849,669300,985,725,794,784
840,36047058400,40.594074799999994,-73.9586719,11229.0,3314,41983,31636,193400,533,45987,37992,211900,759,58727,42380,347300,922,971,1054,975
841,36047058600,40.5945637,-73.9546137,11229.0,1718,37917,32177,190600,519,51058,44177,219500,766,47045,34205,520800,1107,340,318,393
842,36047058800,40.589621799999996,-73.958548,11235.0,3342,39375,32041,209000,562,51429,38866,226600,780,55260,47066,282400,1058,1045,955,767
843,36047058900,40.7300502,-73.9405495,11222.0,1822,40221,35842,174503,437,51152,41484,181896,699,78882,88971,688400,1197,474,497,628
844,36047059000,40.589988500000004,-73.95468620000001,11235.0,1354,39837,31406,159200,575,53050,46188,261300,776,62308,62083,554200,1151,286,295,353
845,36047059100,40.723553,-73.9429265,11222.0,4449,38722,31734,127100,432,37863,33047,200000,705,54722,56573,699900,1256,1380,1395,1538
846,36047059200,40.5923379,-73.95145079999999,11229.0,3565,41875,26987,191900,486,42483,39375,231100,734,76285,52162,542900,1026,1192,1209,1096
847,36047059300,40.725994299999996,-73.9383344,11222.0,2264,29074,25676,0,402,32634,35208,0,658,48830,37672,558200,1352,625,678,717
848,36047059401,40.5930119,-73.9476257,11229.0,6858,38564,28565,214100,513,43750,35065,245900,684,66613,56689,616900,967,1739,1840,1789
849,36047059402,40.5946146,-73.9430181,11229.0,4238,46113,37730,221700,581,52763,47923,242400,748,76765,63283,494500,1024,839,712,701
850,36047059600,40.5910968,-73.9400566,11235.0,2552,37435,26736,218600,336,52200,35000,245500,533,52344,37012,439100,743,715,580,461
851,36047059800,40.5878962,-73.9362265,11235.0,2862,47043,37426,225000,619,53661,43017,238500,801,62027,54268,540500,1277,768,673,574
852,36047060000,40.5870743,-73.9456922,11235.0,5173,41520,28448,221450,538,47839,42582,256200,755,76593,59952,549300,1062,1414,1510,1350
853,36047060600,40.5864511,-73.9561684,11235.0,2287,37176,30570,140800,491,36583,29405,186300,701,50729,47527,284400,1136,779,755,637
854,36047060800,40.58394929999999,-73.94909609999999,11235.0,2799,32353,30712,159000,527,52188,42792,148400,790,71048,51250,507700,1147,902,898,1142
855,36047061002,40.574850399999995,-73.95635659999999,11235.0,1219,43654,19353,413300,529,41607,27361,464300,765,73527,47679,542500,1019,573,559,1042
856,36047061003,40.5814205,-73.9587054,11235.0,1946,24073,14330,162200,447,27264,19490,186000,666,54583,32039,476400,1034,864,849,411
857,36047061004,40.5798725,-73.9557672,11235.0,5496,24073,14330,162200,447,27264,19490,186000,666,35938,22574,363400,1003,2443,2399,2847
858,36047061200,40.5808755,-73.94937159999999,11235.0,1077,77208,51971,456500,550,90000,69013,553600,772,76250,69286,855000,1185,184,163,146
859,36047061600,40.5766902,-73.9426554,11235.0,1007,53654,51329,340500,650,78279,70119,468300,897,79333,70847,945300,964,153,100,89
860,36047062000,40.578851799999995,-73.9460579,11235.0,1695,65361,61757,366185,804,81587,72414,702616,898,100789,95833,1000001,1047,163,174,196
861,36047062200,40.584995,-73.9355821,11235.0,3197,40745,29271,132400,545,50036,41130,148600,781,60820,46071,446600,1137,769,767,962
862,36047062600,40.5923335,-73.93443909999999,11235.0,2520,40848,32083,161100,427,44572,41733,183200,670,73125,44625,382200,1058,569,540,452
863,36047062800,40.589588,-73.9273296,11229.0,5442,44812,40316,162600,635,70160,59294,187900,769,83833,71797,452100,997,284,352,347
864,36047063200,40.5997604,-73.9315683,11229.0,1387,40000,32143,196500,412,55170,45645,216900,598,83611,70714,363100,741,217,177,147
865,36047063600,40.6099355,-73.9361433,11234.0,1178,66499,56107,192500,644,84248,76854,220500,712,109327,88239,507600,1670,37,56,52
866,36047063800,40.608074,-73.9403,11229.0,1482,65600,49844,215700,497,70357,53603,237200,753,97622,60489,524500,1194,235,211,183
867,36047064000,40.6109971,-73.9402463,11234.0,1504,64818,60906,228800,572,69643,64297,233800,758,99524,97560,527800,1027,108,63,82
868,36047064200,40.6121974,-73.9463939,11229.0,2328,41250,32969,267300,513,48281,38182,353600,747,100188,67303,762300,1061,597,665,623
869,36047064400,40.6137965,-73.9424791,11234.0,2120,49879,37796,206800,580,56522,49653,279500,765,96818,88007,594100,1138,372,344,298
870,36047064600,40.615914700000005,-73.93953509999999,11234.0,1898,50995,46250,186600,674,62019,59620,201200,915,81042,80978,545200,1263,84,150,152
871,36047064800,40.6176898,-73.93646020000001,11234.0,1616,50613,41167,198200,595,73409,61902,210200,783,64526,56504,487700,1360,205,244,215
